Airfoil,Efficiency
n63215.dat,55.5144
n63415.dat,55.5144
prandtl-d-centerline.dat,55.5144
n64215.dat,55.3725
n642415.dat,55.3253
oa212.dat,54.8580
n2414.dat,54.8117
n63215b.dat,54.7194
mue139.dat,54.6733
n64212.dat,54.6733
oaf128.dat,54.4442
oa213.dat,54.3076
nlf416.dat,54.1717
nasasc2-0714.dat,53.9020
nlf0215f.dat,53.9020
nlf0115.dat,53.7681
npl9627.dat,53.7237
n0012.dat,53.6349
n64212ma.dat,53.5907
n2415.dat,53.5024
n0009sm.dat,52.6779
p51droot.dat,52.6779
n5h10.dat,52.5926
nn7mk20.dat,51.8785
n13.dat,51.8371
npl9626.dat,51.7545
p51dtip.dat,51.4267
pfcm.dat,51.2643
ms317.dat,51.0628
mrc-20.dat,50.9827
n63015a.dat,50.7834
nplx.dat,50.5462
nlf414f.dat,50.3894
nlf1015.dat,49.8863
n64110.dat,49.8480
n14.dat,49.6954
n64015.dat,49.3181
oa206.dat,49.2807
n64015a.dat,49.0203
nlr7301.dat,49.0203
n63210.dat,48.7627
n64012.dat,48.5440
n24.dat,47.9704
n63012a.dat,47.8643
p51htip.dat,47.7588
r1082.dat,47.4795
npl9510.dat,47.4101
n64012a.dat,46.4606
n5h15.dat,46.2950
nlf415.dat,45.7408
n12.dat,45.5164
r1080.dat,45.2627
n0011sc.dat,44.1249
n64108.dat,43.5436
n63010a.dat,42.4307
r1046.dat,41.9315
p51hroot.dat,39.1749
n6h15.dat,39.1645
n64008a.dat,37.3501
n2h15.dat,26.5110
n1h15.dat,24.5009
n66021.dat,24.1367
n5h20.dat,16.6714
n6h20.dat,12.3694
r1145msm.dat,nan
sa7024.dat,64.6931
sc21010.dat,64.0419
usa41.dat,63.9290
s4083.dat,63.3060
sd7003.dat,63.2443
s7012.dat,63.1214
s4110.dat,62.8162
sa7025.dat,62.8162
s9000.dat,62.3938
sd8000.dat,62.3339
sg6041.dat,60.0295
sg6042.dat,59.5343
th25816.dat,nan
trainer60.dat,nan
ua79sfm.dat,255.7162
s1223.dat,90.7547
s1210.dat,86.5087
s1223rtl.dat,84.6782
s1221-4deg-flap.dat,74.9604
s2046.dat,62.8162
raf15.dat,62.6344
s2050.dat,62.6344
s2055.dat,62.6344
s2048.dat,62.4538
rg14.dat,62.3938
rg15.dat,62.3339
sd8040.dat,60.7027
ui1720.dat,55.7049
ultimate.dat,nan
us1000root.dat,nan
usa5.dat,62.2741
s5020.dat,62.1549
rg12a.dat,61.9770
rg12a189.dat,61.9770
sd5060.dat,61.9179
sd7043.dat,61.9179
sa7035.dat,61.8590
sd7080.dat,61.8001
s4053.dat,61.7414
sa7036.dat,61.7414
sd2030.dat,61.7414
rg149.dat,61.6242
s7075.dat,61.6242
s9037.dat,61.6242
sd7037.dat,61.6242
sa7038.dat,61.5658
sd6080.dat,61.5658
rg12.dat,61.5075
s4180.dat,61.2754
s4320.dat,61.2754
sd2083.dat,61.1600
s3002.dat,61.1025
s3021.dat,61.1025
v13009.dat,61.1025
rg1495.dat,61.0450
s3025.dat,61.0450
sa7026.dat,60.9877
s3016.dat,60.9305
s4061.dat,60.9305
usa22.dat,60.8734
vr14.dat,60.8734
s3014.dat,60.8164
s3010.dat,60.7595
s6061.dat,60.5895
sd7032.dat,60.5895
sd7084.dat,60.5895
sd7090.dat,60.5895
s5010.dat,60.4766
usa51.dat,60.1964
vr7.dat,57.7864
w1011.dat,nan
waspsm.dat,60.4766
rg1410.dat,60.4204
s2091.dat,60.4204
vr15.dat,60.3642
s4062.dat,60.2522
ssca09.dat,60.1964
sc21006.dat,60.0617
rg8.dat,59.9741
raf28.dat,59.9187
sd6060.dat,59.9187
s3024.dat,59.8084
sd7034.dat,59.8084
v23010.dat,59.7534
rg15a111.dat,59.5889
raf32md.dat,59.4253
sc1095r8.dat,59.3710
s3.dat,59.3168
rc510.dat,59.2087
sc1094r8.dat,59.2087
s7055.dat,58.9400
s8025.dat,58.8332
s1221.dat,58.7800
s4310.dat,58.7800
sc2110.dat,58.7800
usa25.dat,58.7800
vr13.dat,58.7800
rc410.dat,58.7269
rae5214.dat,58.6738
rae5213.dat,58.3575
sokolov.dat,58.3051
rae5215.dat,58.2006
s4022.dat,58.1485
s8023.dat,58.1485
s8052.dat,58.1485
sg6043.dat,58.0965
saratov.dat,58.0587
s2060.dat,58.0446
sc1095.dat,58.0446
usa46.dat,58.0446
usa26.dat,57.8378
vr5.dat,57.8378
rc10n1.dat,57.4287
usa35b.dat,57.3274
rc08n1.dat,57.2768
usa45m.dat,57.2768
s2062.dat,57.2263
raf6.dat,57.1760
s8055.dat,57.1760
tsagi_r3a.dat,57.1760
s4158.dat,57.1257
ys930.dat,57.1059
vr12.dat,57.0755
rhodesg30.dat,56.9479
rc12n1.dat,56.9254
rg15a213.dat,56.8258
spicasm.dat,56.8258
vr7b.dat,56.8258
raf31.dat,56.7266
raf38.dat,56.6276
s8038.dat,56.6276
raf19.dat,56.3524
sc1012r8.dat,56.2841
v43012.dat,56.2841
rc10b3.dat,56.2354
rhodesg32.dat,56.1868
s1048.dat,56.1382
usa40.dat,56.0897
usa40b.dat,56.0413
rae5212.dat,55.9930
tsagi12.dat,55.9448
sc20710.dat,55.7527
sc20610.dat,55.7049
raf34.dat,55.6572
s4233.dat,55.6572
sd7062.dat,55.5619
ssca07.dat,55.5619
sc20712.dat,55.4670
s8066.dat,55.3725
vr11x.dat,55.3253
s8035.dat,55.2312
s8065.dat,55.2312
usa49.dat,55.2312
rg14a147.dat,55.1843
sg6051.dat,55.1374
raf26.dat,55.0440
raf32.dat,55.0440
s2027.dat,54.9509
s9026.dat,54.9509
usa27.dat,54.9509
s102b.dat,54.8580
s102s.dat,54.8580
s9032.dat,54.7655
sc20612.dat,54.7194
wb13535sm.dat,54.6733
s6062.dat,54.6273
s8064.dat,54.5814
rc12b3.dat,54.5356
sc20410.dat,54.3986
whitcomb.dat,54.3076
w1015.dat,54.2622
sc20412.dat,54.1266
s9027.dat,53.8573
rae100.dat,53.8127
sc20614.dat,53.7681
supermarine371i.dat,53.7681
stcyr24.dat,53.7237
usa28.dat,53.6793
usnps4.dat,53.6349
vr1.dat,53.5465
sc20714.dat,53.4584
sd8020.dat,53.4584
sc20414.dat,53.3705
sg6040.dat,53.1957
usa45.dat,52.8924
usa48.dat,52.8064
rae2822.dat,52.6779
rae69ck.dat,52.6779
rc1064c.dat,52.6779
s1012.dat,52.6779
raf48.dat,52.5501
rhodesg34.dat,52.5501
s9033.dat,52.5501
raf33.dat,52.5076
tempest2.dat,52.5076
s1046.dat,52.4652
v43015.dat,52.4228
sm701.dat,52.3384
rc1264c.dat,52.2962
tempest1.dat,52.1283
usa27m2.dat,51.9615
r1082t.dat,51.9200
s8036.dat,51.7958
s1020.dat,51.7133
raf6prop_sm.dat,51.4674
raf27.dat,51.1835
sg6050.dat,51.1030
rc08b3.dat,51.0628
usa33.dat,51.0227
sc20010.dat,50.8629
s8037.dat,50.8231
sc20012.dat,50.8231
sc20706.dat,50.8231
usa29.dat,50.8231
stcyr171.dat,50.7834
stcyr172.dat,50.7834
tempest3.dat,50.7834
s8021.dat,50.3503
s1010.dat,50.2335
s4094.dat,50.1947
s6063.dat,50.1559
sc20518.dat,50.1559
rae101.dat,49.4683
raf30.dat,49.4683
rcsc2.dat,49.3181
ste87151.dat,49.0573
usa98.dat,48.9833
wb140.dat,47.8996
rae102.dat,47.8291
s1091.dat,47.3737
sp4621hp.dat,47.3066
vr8b.dat,47.2315
usa35.dat,47.2034
usa35a.dat,47.2034
rhodesg36.dat,47.0325
rae103.dat,46.8291
sc20606.dat,46.5180
stcyr234.dat,46.4274
ste87391.dat,46.1962
sp4721la.dat,46.0325
sp4721bs.dat,45.9024
ua2-180sm.dat,45.2942
raf25.dat,44.7006
v13006.dat,44.7006
ua2-180.dat,44.6712
s1014.dat,44.6098
raf30md.dat,44.5792
tsagi8.dat,44.0625
s4095.dat,43.7092
rae104.dat,43.4752
s1016.dat,43.4170
raf69.dat,40.1930
ys920.dat,40.0086
r1145ms.dat,39.4365
sc20406.dat,39.1870
ys915.dat,39.1092
usa31.dat,38.6159
r140sm.dat,37.6318
usa32.dat,36.3266
s4096.dat,35.8652
supermarine371ii.dat,35.6136
uag8814320.dat,35.1091
usa34.dat,31.3021
ua79sf18.dat,28.1879
rc0864c.dat,27.8452
raf89.dat,21.3939
s9104.dat,11.4959
s9104BTE.dat,11.3216
sc20503.dat,11.2299
r1145msf.dat,9.6461
sc20403.dat,6.5120
sc20402.dat,6.4689
ua79sff.dat,5.4293
r140.dat,0.5222
goe444.dat,0.0000
zv15_35.dat,nan

