Airfoil,Efficiency
n11h9.dat,108.2532
spicasm.dat,107.7146
vr7.dat,105.4414
nlf1015.dat,105.3074
n6h10.dat,104.5924
ste87151.dat,104.4243
nlf415.dat,102.9349
n11.dat,101.8055
n63412.dat,101.6462
n8h12.dat,99.7725
mrc-16.dat,99.4669
sm701.dat,97.6720
n642415.dat,97.3792
sg6050.dat,97.2334
mrc-20.dat,97.0880
n63415.dat,97.0880
n22.dat,95.8564
nlf414f.dat,94.9589
n6409.dat,94.1332
stcyr24.dat,91.9136
sg6040.dat,91.7400
n2414.dat,88.8535
oaf102.dat,88.8535
n2h15.dat,88.4903
n10.dat,88.1301
miley.dat,87.4184
n2415.dat,87.0669
n63215.dat,87.0669
stf86361.dat,85.3141
sokolov.dat,82.0100
n5h15.dat,81.2915
tsagi_r3a.dat,81.1899
tsagi12.dat,81.0885
stcyr234.dat,78.7392
n24.dat,77.0485
ssca09.dat,74.8294
sp4621hp.dat,73.8090
n63212.dat,72.7321
mh95.dat,69.1714
mue139.dat,68.0612
ms313.dat,67.4475
mh94.dat,66.6173
n63215b.dat,66.3452
n0009sm.dat,66.0080
n0012.dat,65.7408
ms317.dat,65.4757
n5h20.dat,65.0821
n13.dat,60.5895
n5h10.dat,60.1407
n63015a.dat,60.0850
mi-vawt1.dat,59.9187
n64110.dat,58.5680
n14.dat,57.9928
n64015a.dat,57.3780
n63012a.dat,57.2768
n64015.dat,56.5783
n64012.dat,56.0897
n63210.dat,55.8656
n64012a.dat,54.6733
n1h15.dat,54.0962
n63010a.dat,52.3178
n64108.dat,51.0603
n64008a.dat,42.3139
mi-strut1.dat,37.2644
oaf139.dat,nan
prandtl-d-centerline.dat,102.6096
oaf095.dat,97.6720
nn7mk20.dat,92.6561
n9.dat,87.6544
n6h15.dat,87.5363
n64215.dat,84.7557
nlf0215f.dat,84.1346
oaf117.dat,82.6360
nlf0115.dat,80.2560
p51droot.dat,79.9631
pmc19sm.dat,79.6956
nlf416.dat,79.5005
oa212.dat,78.3497
ncambre.dat,77.2318
oa213.dat,76.1453
oa209.dat,75.5255
oaf128.dat,74.4008
nl722362.dat,74.0615
nlr1t.dat,73.3920
npl9615.dat,71.2192
n64212.dat,69.7625
npl9660.dat,69.6162
n64212mb.dat,69.2451
nl722343.dat,66.3067
npl9627.dat,65.4098
p51dtip.dat,62.7981
npl9626.dat,62.5139
nasasc2-0714.dat,62.4628
n64212ma.dat,61.8590
pfcm.dat,60.4204
n6h20.dat,59.6984
n66021.dat,59.4593
oa206.dat,58.5077
nplx.dat,56.4308
p51htip.dat,56.1196
nlr7301.dat,55.2782
npl9510.dat,51.7958
p51hroot.dat,42.7315
prandtl-d-wingtip.dat,nan
s1210.dat,129.4420
raf32md.dat,128.3634
psu94097.dat,126.6119
s1223.dat,115.9117
s2091.dat,110.2749
s1223rtl.dat,104.9134
raf32.dat,104.5924
psu-90-125wl.dat,99.6195
s1020.dat,99.1632
s1221-4deg-flap.dat,98.9257
r1145ms.dat,97.8191
raf38.dat,97.6720
s1091.dat,96.7987
s2027.dat,93.8611
rg8.dat,92.6561
raf31.dat,91.9999
r1082t.dat,91.8697
s2046.dat,91.8697
raf48.dat,91.4816
rg15a213.dat,90.3364
raf33.dat,89.5888
raf6.dat,89.4654
raf28.dat,89.1590
rg15.dat,88.8535
rg15a111.dat,88.7321
r1046.dat,87.7728
r1080.dat,86.3722
s2048.dat,86.0290
r1082.dat,85.3507
raf34.dat,85.2387
rg12a.dat,82.9526
rg12a189.dat,82.8468
raf19.dat,81.9509
s102b.dat,81.7964
rg14.dat,81.5979
rhodesg32.dat,81.3934
s102s.dat,80.8410
rg12.dat,79.5005
rc510.dat,78.9209
rg149.dat,78.9209
rg1495.dat,78.8251
s2055.dat,78.7296
s3.dat,78.4443
rg1410.dat,78.2553
s2050.dat,77.3237
rhodesg34.dat,77.0485
s1221.dat,75.4378
rc410.dat,75.0889
s1046.dat,74.9157
rc12n1.dat,74.6392
s1048.dat,74.4008
s2060.dat,73.0926
rc12b3.dat,72.8160
rc10n1.dat,72.5827
raf69.dat,71.4542
s2062.dat,71.2809
rc08n1.dat,70.4468
rhodesg30.dat,69.9159
rc10b3.dat,68.5870
raf26.dat,67.2402
rae100.dat,67.0298
rae5214.dat,66.2099
rg14a147.dat,65.9178
rae5213.dat,65.8074
rae5215.dat,65.5418
rc08b3.dat,64.8870
raf27.dat,64.5645
raf6prop_sm.dat,64.3088
pt40.dat,62.9379
rae5212.dat,62.3339
rae101.dat,61.9179
rc1064c.dat,61.3332
rc1264c.dat,60.7595
s1012.dat,60.1964
rhodesg36.dat,60.0295
raf30.dat,59.7534
rae102.dat,59.5864
s1010.dat,59.3002
rae2822.dat,58.9936
rae69ck.dat,58.9936
rcsc2.dat,58.5152
rae103.dat,57.3780
raf25.dat,54.9007
raf30md.dat,53.2627
rae104.dat,51.5083
s1014.dat,47.9704
s1016.dat,47.1691
r140sm.dat,46.4496
raf89.dat,45.2311
rc0864c.dat,33.6791
r140.dat,32.2291
r1145msm.dat,20.7315
raf15.dat,16.2085
r1145msf.dat,10.3980
ultimate.dat,nan
us1000root.dat,nan
usa22.dat,99.3148
sd8040.dat,95.3772
usa26.dat,86.4872
sg6041.dat,84.4628
sd8000.dat,82.5310
ua79sf18.dat,75.5255
usa25.dat,73.6416
sp4721la.dat,73.3091
sp4721bs.dat,72.9797
usa27.dat,69.9913
sd8020.dat,68.3704
tempest1.dat,67.0298
ssca07.dat,66.3452
supermarine371i.dat,64.2824
tempest2.dat,63.4296
ua2-180.dat,63.3677
stcyr171.dat,63.1828
trainer60.dat,62.3551
stcyr172.dat,62.2145
tempest3.dat,62.0362
ua2-180sm.dat,61.8001
ui1720.dat,61.6242
th25816.dat,61.3332
tsagi8.dat,59.4593
supermarine371ii.dat,42.5978
ua79sff.dat,11.1667
w1011.dat,nan
ys930.dat,127.8738
sa7026.dat,125.2161
s4061.dat,120.5045
sd6080.dat,119.3969
s4320.dat,118.9595
s4022.dat,115.5728
s4310.dat,115.3675
sa7025.dat,115.3675
s3024.dat,115.1630
s4053.dat,114.5536
s3025.dat,113.7511
s7055.dat,112.3735
vr5.dat,112.1795
sd7043.dat,111.7933
sd7034.dat,110.2749
s9037.dat,108.6152
sa7024.dat,108.6152
sd2083.dat,107.4609
s7075.dat,107.1814
s3021.dat,107.0048
s4233.dat,106.4785
sa7038.dat,105.9574
s4110.dat,105.2705
usa35b.dat,104.4243
s4180.dat,104.1004
sd7037.dat,103.0983
s4083.dat,101.1712
sa7036.dat,101.0138
sc21006.dat,100.2334
s3010.dat,99.3148
waspsm.dat,99.3148
sa7035.dat,99.1632
vr7b.dat,99.0121
sd7032.dat,96.5095
s8037.dat,96.3678
s9000.dat,96.3678
sd7080.dat,95.3772
s3002.dat,95.0980
s7012.dat,94.9589
sc21010.dat,94.4228
s3014.dat,94.4068
sd7062.dat,93.9970
sd7084.dat,92.7884
usa45m.dat,89.8367
usnps4.dat,89.4660
sd5060.dat,89.0973
sd7090.dat,88.4903
s3016.dat,88.2499
sd6060.dat,87.6544
usa41.dat,87.5363
sd2030.dat,87.0595
s8036.dat,86.8341
s5010.dat,85.0566
sd7003.dat,83.5932
s8055.dat,83.2717
v23010.dat,83.1651
usa40.dat,82.0100
s8052.dat,80.5855
usa45.dat,80.4856
wb13535sm.dat,79.6536
usa98.dat,78.3127
v13009.dat,77.6008
s6061.dat,77.4685
usa29.dat,77.4159
vr14.dat,77.3237
usa51.dat,77.0657
vr13.dat,76.3242
saratov.dat,76.2922
usa28.dat,76.1453
usa40b.dat,76.0561
usa46.dat,75.5111
vr15.dat,75.2629
s5020.dat,74.9167
sc2110.dat,74.7433
v43012.dat,74.5716
vr12.dat,74.3157
s8038.dat,72.8978
sc1095r8.dat,72.8160
sc1094r8.dat,72.7345
s8025.dat,71.6908
w1015.dat,71.6908
s4094.dat,71.4542
sc1095.dat,71.0634
sc1012r8.dat,70.8309
s8035.dat,70.3704
s8023.dat,70.2943
vr11x.dat,69.4673
v43015.dat,69.2451
usa27m2.dat,68.5147
s9026.dat,68.0125
s8066.dat,67.5878
s8065.dat,67.0991
usa35a.dat,67.0991
s8064.dat,66.9772
s9032.dat,66.7543
usa35.dat,66.7543
usa49.dat,65.9410
vr1.dat,65.2128
s6062.dat,65.0821
s9027.dat,64.8223
usa33.dat,64.4364
usa5.dat,63.9862
usa48.dat,62.8393
s9033.dat,62.5741
sc20712.dat,62.3938
sc20610.dat,62.0362
sc20710.dat,61.8590
sc20010.dat,60.9305
sc20612.dat,60.9305
usa32.dat,60.8734
wb140.dat,60.8164
sc20714.dat,60.7666
sc20410.dat,60.5895
usa34.dat,60.5330
sc20412.dat,60.4766
sc20614.dat,60.4766
sc20518.dat,59.8635
sc20414.dat,59.8084
s8021.dat,59.4253
s6063.dat,58.6802
sc20012.dat,58.2923
usa31.dat,57.7272
sc20706.dat,57.1760
s4095.dat,57.1257
vr8b.dat,55.6713
whitcomb.dat,54.4442
sc20606.dat,53.1454
v13006.dat,52.0126
ys915.dat,48.8382
sc20406.dat,46.6156
s4096.dat,44.5486
ys920.dat,30.6396
sc20403.dat,15.6667
sc20503.dat,15.0047
s9104.dat,4.7651
s9104BTE.dat,4.3624
zv15_35.dat,nan

