Airfoil,Efficiency
mi-strut1.dat,19.3808
psu94097.dat,148.7365
psu-90-125wl.dat,108.9461
n8h12.dat,107.7012
prandtl-d-centerline.dat,106.2269
oaf102.dat,101.3569
n9.dat,95.5499
n6h10.dat,93.1039
oaf117.dat,90.8842
pt40.dat,89.4980
nlf414f.dat,84.5167
nasasc2-0714.dat,84.1645
p51droot.dat,80.7672
n6h15.dat,79.8850
n64215.dat,79.1985
oa213.dat,77.5561
nl722362.dat,76.8040
nlf0115.dat,76.7919
nlr1t.dat,72.6390
oaf128.dat,72.1203
pmc19sm.dat,70.2585
ncambre.dat,69.4079
n6h20.dat,67.1489
oa212.dat,66.8727
oa209.dat,65.8301
p51htip.dat,64.7018
n66021.dat,61.8119
npl9615.dat,61.7945
p51dtip.dat,60.8531
nlr7301.dat,60.7692
pfcm.dat,59.4107
nl722343.dat,57.3693
npl9660.dat,57.2097
npl9627.dat,56.7755
npl9510.dat,53.6423
oa206.dat,52.2516
npl9626.dat,51.6540
nplx.dat,50.4510
p51hroot.dat,39.5336
supermarine371ii.dat,274.1589
uag8814320.dat,221.4522
s1210.dat,194.0657
sg6043.dat,183.5351
raf32.dat,169.1978
s1223.dat,167.3742
usa98.dat,164.5155
s1221-4deg-flap.dat,163.9753
s1020.dat,162.2290
saratov.dat,161.9305
ua2-180.dat,161.5558
r1046.dat,160.0763
s4022.dat,158.4417
ua2-180sm.dat,156.4896
sp4621hp.dat,155.2322
s4062.dat,150.6230
s1221.dat,147.1320
stf86361.dat,146.4449
spicasm.dat,145.7163
raf32md.dat,143.9118
s1223rtl.dat,143.7853
s4320.dat,143.2771
ste87391.dat,142.2354
s4158.dat,141.7976
s4180.dat,139.9722
usa35a.dat,139.3346
usa35.dat,139.2898
s4061.dat,138.6812
s4310.dat,137.0417
usa35b.dat,135.4926
sokolov.dat,134.9863
sa7026.dat,134.1696
sg6042.dat,132.8562
vr5.dat,131.9870
sd6080.dat,131.8845
sp4721bs.dat,131.1693
sd7034.dat,130.8575
sp4721la.dat,130.6160
s2091.dat,130.3863
sd7032.dat,129.0917
s7055.dat,128.8283
sg6050.dat,127.1415
sd7062.dat,126.0089
rhodesg32.dat,125.7252
s3025.dat,125.6452
s4083.dat,125.4335
rhodesg34.dat,123.6702
s1091.dat,123.2539
raf19.dat,123.0538
usa27.dat,126.1350
sg6051.dat,125.3327
usnps4.dat,123.2408
vr7.dat,122.5005
usa26.dat,122.3162
usa25.dat,122.1135
stcyr24.dat,121.7423
s9037.dat,121.2003
s3024.dat,120.3152
sa7025.dat,118.7274
s4233.dat,118.6903
sa7038.dat,118.3349
s9104BTE.dat,117.3372
sd7043.dat,116.7321
sg6040.dat,114.1957
usa27m2.dat,112.5228
ua79sf18.dat,110.9218
sm701.dat,109.4262
sd8040.dat,103.0116
ste87151.dat,96.3574
tsagi_r3a.dat,91.1210
sg6041.dat,87.0616
tsagi12.dat,76.5205
stcyr234.dat,76.2792
ui1720.dat,75.9980
usa22.dat,68.6188
ssca09.dat,63.8400
tempest1.dat,62.9411
th25816.dat,61.7938
ssca07.dat,61.7352
supermarine371i.dat,61.5624
tempest2.dat,60.0177
tsagi8.dat,58.6800
tempest3.dat,58.3293
sd8020.dat,54.5029
stcyr171.dat,53.0975
trainer60.dat,52.1510
stcyr172.dat,47.4751
ua79sff.dat,37.1231
waspsm.dat,114.9184
r1080.dat,114.7539
r1082t.dat,114.7410
raf38.dat,114.2911
s4053.dat,114.0748
ys930.dat,113.9177
sd7037.dat,113.4190
r1082.dat,112.5552
raf33.dat,112.4138
raf6prop_sm.dat,112.2153
raf6.dat,111.8748
s3002.dat,111.1178
s2027.dat,110.8848
usa45.dat,110.7154
r1145ms.dat,110.3010
sa7036.dat,109.8297
usa45m.dat,109.6978
s3021.dat,109.3096
s7075.dat,108.8192
usa40b.dat,108.7849
raf48.dat,108.6072
s3010.dat,108.2352
sa7024.dat,107.6107
s4110.dat,106.9962
sd2083.dat,106.5817
sa7035.dat,105.1749
rhodesg36.dat,104.6473
vr7b.dat,104.5407
rg15a213.dat,104.4132
s8037.dat,104.1090
s2046.dat,102.3538
sd7080.dat,101.9989
rg8.dat,101.9354
s9000.dat,101.8370
usa40.dat,101.5594
sd7084.dat,97.9114
s3014.dat,97.6573
s9104.dat,96.8977
usa29.dat,95.2728
s7012.dat,94.0147
raf31.dat,93.9401
usa31.dat,93.2646
rg15a111.dat,92.3987
sc21010.dat,92.0644
sd5060.dat,91.5957
raf15.dat,91.5594
sd7090.dat,90.9716
rhodesg30.dat,90.7288
s3016.dat,89.2845
s2048.dat,88.8074
rg15.dat,88.5440
sd2030.dat,88.1554
sd6060.dat,87.3733
s5010.dat,86.5598
raf28.dat,85.8951
v43012.dat,85.3060
sc20714.dat,84.5699
sc20712.dat,84.5628
rg12a189.dat,83.7837
rg12a.dat,83.7515
sd8000.dat,83.2386
s8055.dat,83.1884
raf34.dat,82.6222
sd7003.dat,82.3063
usa51.dat,82.0301
sc20710.dat,81.9147
rg14.dat,81.2516
usa28.dat,81.2106
v23010.dat,80.6523
s8036.dat,80.3534
sc20612.dat,80.3478
s102s.dat,80.2795
sc20614.dat,80.1319
usa34.dat,80.0279
usa41.dat,79.5378
s102b.dat,79.1474
s2055.dat,78.8481
rg149.dat,78.7190
wb13535sm.dat,78.6966
s2050.dat,78.6505
vr12.dat,78.5753
rg1495.dat,78.4811
rg12.dat,78.3191
s4094.dat,78.3091
vr11x.dat,77.8824
sc20610.dat,77.1116
rg1410.dat,77.0487
s6061.dat,76.9120
s8052.dat,76.8927
rc510.dat,76.7966
vr13.dat,76.5856
sc20518.dat,76.3331
wb140.dat,75.9168
v43015.dat,75.8919
sc1012r8.dat,75.5851
s3.dat,75.2585
usa32.dat,74.6318
rc12n1.dat,73.8352
usa46.dat,73.3966
usa33.dat,73.1865
rc12b3.dat,72.8160
rc410.dat,72.7248
s2060.dat,72.7005
vr14.dat,72.6106
sc1094r8.dat,72.4463
rc10n1.dat,72.0788
s2062.dat,70.8978
v13009.dat,69.9845
sc20414.dat,69.7402
rae5215.dat,69.6186
whitcomb.dat,69.4113
sc2110.dat,68.7602
sc21006.dat,68.3318
rae5213.dat,67.7177
rae5214.dat,67.4800
raf26.dat,67.2207
vr15.dat,67.1840
sc20412.dat,67.1808
rc10b3.dat,66.8970
rc08n1.dat,66.4662
s8064.dat,66.1070
rae5212.dat,65.1989
rg14a147.dat,65.1536
sc20410.dat,64.8399
s4095.dat,64.2488
s6062.dat,63.1209
vr1.dat,62.8793
usa48.dat,62.5440
s8065.dat,62.4974
s8038.dat,62.4281
sc1095.dat,61.9984
usa49.dat,61.3637
sc1095r8.dat,61.1927
rc08b3.dat,60.4626
s8025.dat,60.3133
raf69.dat,60.3041
s8066.dat,59.4144
s6063.dat,58.2348
s1048.dat,57.4124
rae2822.dat,57.2279
rae69ck.dat,57.2279
usa5.dat,57.2098
sc20706.dat,56.6104
s9032.dat,56.1276
ys920.dat,54.4998
vr8b.dat,54.4684
s9027.dat,54.2242
s8023.dat,53.9338
s1046.dat,53.6418
sc20606.dat,53.1617
rc1064c.dat,53.1421
s9033.dat,52.9752
w1015.dat,52.9186
raf25.dat,52.7342
s4096.dat,52.2218
s1010.dat,50.7807
s8021.dat,50.7300
v13006.dat,50.7262
rae101.dat,50.5071
raf30md.dat,50.2000
raf27.dat,49.9710
s8035.dat,49.8960
rcsc2.dat,49.4716
ys915.dat,49.0127
rc1264c.dat,48.2285
rae102.dat,47.6309
sc20406.dat,46.5803
sc20010.dat,45.2919
raf30.dat,45.0521
rae100.dat,44.2878
sc20012.dat,43.5708
rae103.dat,43.3996
r140sm.dat,42.1612
s1012.dat,42.0931
rae104.dat,38.8342
s1014.dat,36.1225
raf89.dat,35.0253
s1016.dat,33.1635
s9026.dat,29.4939
r140.dat,27.8485
sc20503.dat,23.6872
r1145msf.dat,22.6635
rc0864c.dat,19.1981
sc20403.dat,18.5421
s5020.dat,15.9592
""
