airfoil,efficiency_alfa,efficiency_CL,efficiency_difference
ag03.dat,82.7061,82.8468,-0.14069999999999538
ah21-9.dat,72.6272,72.5982,0.028999999999996362
coanda2.dat,47.2656,47.0772,0.18840000000000146
e59.dat,145.6076,145.6076,0.0
e62.dat,125.3274,125.3274,0.0
e231.dat,87.1461,87.3147,-0.16859999999999786
e852.dat,116.3314,116.193,0.1384000000000043
eh1070.dat,54.6161,54.8145,-0.19839999999999947
e874.dat,48.7662,48.7168,0.049399999999998556
goe100.dat,77.7578,77.7475,0.010300000000000864
goe257.dat,26.6972,26.6972,0.0
hq2195.dat,88.6349,88.7321,-0.09720000000000084
hq1510.dat,81.2265,81.1899,0.03660000000000707
goe622.dat,78.5659,78.5064,0.059499999999999886
hq159b.dat,70.1231,69.9662,0.15689999999999316
goe55.dat,65.818,65.6743,0.1436999999999955
goe801.dat,193.5204,193.5204,0.0
goe802.dat,193.5204,193.5204,0.0
ma409.dat,93.6464,93.5192,0.12720000000000198
m12.dat,86.4467,86.4872,-0.04049999999999443
m11.dat,81.7871,81.6744,0.11269999999998959
m5.dat,71.4937,71.689,-0.19529999999998893
m23.dat,11.5861,11.5861,0.0
mh117.dat,105.9617,105.7849,0.17680000000000007
mh42.dat,88.0439,87.9366,0.10729999999999507
n63215.dat,87.0321,87.0669,-0.03480000000000416
s8055.dat,83.1884,83.2717,-0.08329999999999416
s2055.dat,78.8481,78.7296,0.11849999999999739
rc12b3.dat,72.816,72.816,0.0
raf26.dat,67.2207,67.2402,-0.019500000000007844
sc20606.dat,53.1617,53.1454,0.01630000000000109
ys915.dat,49.0127,48.8382,0.17450000000000188
sc20406.dat,46.5803,46.6156,-0.03529999999999944
