airfoil,efficiency_alfa,efficiency_CL,efficiency_difference
c5a.dat,49.7028,58.41,-8.707199999999993
b29root.dat,49.2754,75.7015,-26.426099999999998
coanda2.dat,47.2656,47.0772,0.18840000000000146
chen.dat,45.1572,37.1791,7.978100000000005
coanda1.dat,45.0233,46.4463,-1.4230000000000018
bambino6.dat,28.0695,37.1485,-9.078999999999997
e193.dat,135.6658,115.5728,20.09299999999999
e195.dat,134.9735,113.7511,21.222400000000007
e1200.dat,134.3032,100.5447,33.7585
e174.dat,133.7152,119.3969,14.318300000000008
e201.dat,133.4285,112.9598,20.468700000000013
e197.dat,133.2112,109.531,23.680199999999985
e203.dat,127.8803,99.1632,28.717100000000002
e1210.dat,125.9153,72.0088,53.90650000000001
e205.dat,123.8232,107.7146,16.108599999999996
du-80-176-v1.dat,122.422,80.386,42.036
e176.dat,119.5244,117.6665,1.8579000000000008
du-80-141.dat,116.2477,86.029,30.2187
defcnd1.dat,112.0351,77.14,34.8951
e1211.dat,111.839,68.8779,42.9611
e178.dat,107.0361,112.3735,-5.337400000000002
e1233.dat,106.1333,75.1758,30.95750000000001
defcnd2.dat,104.4534,81.9066,22.546800000000005
df101.dat,95.9969,91.9999,3.997
defcnd3.dat,95.9373,84.1346,11.802699999999987
ds19.dat,93.5175,92.2612,1.256299999999996
du84132v.dat,93.3572,77.7867,15.57050000000001
e1212.dat,92.7766,70.9082,21.86840000000001
e1230.dat,92.4706,73.2265,19.244100000000003
ds21.dat,87.6733,87.1838,0.4894999999999925
df102.dat,84.8929,79.2096,5.683300000000003
e180.dat,84.4988,84.8099,-0.31109999999999616
dfvlrr4.dat,80.0156,62.5139,17.501700000000007
dsma523b.dat,76.1338,53.2393,22.894499999999994
e1212mod.dat,73.387,68.2268,5.160200000000003
e1213.dat,73.1777,77.6937,-4.516000000000005
e1214.dat,68.2068,69.4673,-1.2604999999999933
dormoy.dat,67.9001,66.481,1.4191000000000003
doa5.dat,63.3549,64.844,-1.4890999999999934
e182.dat,60.8539,64.9914,-4.137499999999996
e168.dat,59.5611,77.9735,-18.412399999999998
e169.dat,56.5369,80.2867,-23.749799999999993
du8608418.dat,54.9313,63.616,-8.6847
e171.dat,49.9716,60.9305,-10.9589
dga1182.dat,42.8378,51.7958,-8.957999999999998
dh4009sm.dat,36.8044,38.0019,-1.197499999999998
dbln526.dat,31.2373,33.3856,-2.1482999999999954
dga1138.dat,26.8676,70.3093,-43.4417
e63.dat,241.6719,145.3906,96.28129999999999
e58.dat,218.7535,173.9667,44.7868
e664ex.dat,217.8016,202.5667,15.23490000000001
e396.dat,197.7415,99.7725,97.96900000000001
e395.dat,194.6911,102.9349,91.7562
e397.dat,194.3308,99.4669,94.86390000000002
e385.dat,193.7753,105.2705,88.50479999999999
e398.dat,190.1737,93.8611,96.3126
e471.dat,186.0525,139.3818,46.67070000000001
e423.dat,183.8403,128.7769,55.0634
e657.dat,182.6374,102.6096,80.02780000000001
e399.dat,182.3839,93.0543,89.32960000000001
e654.dat,180.1993,95.2374,84.9619
e694.dat,180.1255,120.3108,59.81469999999999
e656.dat,176.8822,99.3148,77.5674
e420.dat,173.6654,119.3006,54.3648
e435.dat,172.0157,99.0121,73.0036
e587.dat,167.196,97.3792,69.8168
e662.dat,166.8199,99.7725,67.0474
e393.dat,166.3591,106.8288,59.53030000000001
e216.dat,165.7765,138.6415,27.13499999999999
e678.dat,164.1603,94.666,69.49430000000001
e585.dat,162.2175,102.6096,59.6079
e668.dat,161.893,115.163,46.730000000000004
e431.dat,161.165,102.2865,58.87849999999999
e655.dat,160.9252,96.3678,64.55739999999999
e591.dat,159.7461,103.8335,55.91260000000001
e422.dat,158.228,73.5582,84.66980000000001
e214.dat,154.925,103.9251,50.99990000000001
e582.dat,153.7097,98.1147,55.595
e434.dat,153.6453,107.8935,45.75179999999999
e433.dat,152.4932,109.9017,42.591499999999996
e421.dat,151.892,94.6556,57.23639999999999
e210.dat,151.054,87.1914,63.8626
e432.dat,150.8927,92.6561,58.236599999999996
e583.dat,149.6745,92.2612,57.41329999999999
e580.dat,149.6198,90.5884,59.031400000000005
e392.dat,148.5925,118.5254,30.067099999999996
e66.dat,148.4866,125.8758,22.610800000000012
e59.dat,145.6076,145.6076,0.0
e604.dat,145.5213,91.6106,53.91069999999999
e67.dat,143.2877,117.88,25.407700000000006
e407.dat,142.6448,117.6665,24.978300000000004
e561.dat,141.8103,78.3497,63.460600000000014
e560.dat,140.4616,80.2867,60.17490000000001
e68.dat,138.4407,111.6012,26.839499999999987
e584.dat,134.5086,85.463,49.04560000000001
e557.dat,133.8017,89.5888,44.212900000000005
e387.dat,133.3483,118.5254,14.82289999999999
e562.dat,131.5388,84.4628,47.07600000000001
e748.dat,130.991,72.3295,58.66150000000002
e559.dat,130.473,80.0887,50.38430000000001
e639.dat,130.3988,88.4903,41.90849999999999
e403.dat,130.0669,116.82,13.24690000000001
e603.dat,129.3073,81.8034,47.5039
e598.dat,128.2647,104.9304,23.3343
e417.dat,126.8065,120.2813,6.525199999999998
e64.dat,125.6451,123.4827,2.162400000000005
e62.dat,125.3274,125.3274,0.0
e593.dat,119.9864,96.7987,23.187700000000007
e207.dat,119.3484,105.4414,13.906999999999996
e553.dat,118.8392,83.5932,35.24600000000001
e551.dat,117.7162,84.9045,32.8117
e793.dat,117.4649,82.8468,34.6181
e638.dat,115.2583,86.2575,29.000800000000012
e682.dat,115.0921,95.3772,19.7149
e554.dat,113.9376,79.1132,34.8244
e642.dat,113.8954,92.6561,21.2393
e552.dat,113.6175,79.7935,33.82400000000001
e556.dat,113.3541,88.0107,25.343400000000003
e220.dat,113.1233,109.3466,3.7767000000000053
e212.dat,112.4941,103.5916,8.902500000000003
e664.dat,109.1391,91.0966,18.042500000000004
e211.dat,109.1179,100.7006,8.417300000000012
e266.dat,107.3055,85.463,21.8425
e222.dat,107.199,105.1002,2.098799999999997
e209.dat,106.8968,99.6195,7.277299999999997
e549.dat,105.4941,84.4628,21.0313
e540.dat,104.0755,93.456,10.619500000000002
e558.dat,104.0069,79.8916,24.115300000000005
e544.dat,102.8514,88.7321,14.119299999999996
e555.dat,102.0195,86.2575,15.762
e545.dat,101.8824,86.2575,15.624900000000011
e541.dat,100.7896,93.8611,6.9285
e550.dat,100.6822,79.99,20.6922
e715.dat,99.9612,87.1838,12.7774
e334.dat,97.4696,87.7728,9.696799999999996
e543.dat,96.2324,88.1301,8.1023
e374.dat,95.9672,101.329,-5.361799999999988
e637.dat,94.4469,83.8089,10.638000000000005
e547.dat,93.4532,84.5728,8.880399999999995
e546.dat,93.0967,85.3507,7.745999999999995
e329.dat,92.3332,83.7009,8.6323
e339.dat,90.5321,80.1875,10.3446
e502.dat,90.381,95.6582,-5.2771999999999935
e224.dat,90.1918,89.5888,0.6029999999999944
e548.dat,88.8786,81.3934,7.485200000000006
e817.dat,87.2841,120.8053,-33.52120000000001
e221.dat,87.2425,88.2499,-1.0073999999999899
e231.dat,87.1461,87.3147,-0.16859999999999786
e344.dat,86.3038,76.414,9.889799999999994
e542.dat,86.1577,84.7936,1.3641000000000076
e333.dat,82.8657,85.463,-2.59729999999999
e328.dat,80.7814,82.636,-1.8545999999999907
e636.dat,79.7734,80.2867,-0.513300000000001
e49.dat,78.7436,40.099,38.644600000000004
e338.dat,78.063,79.8916,-1.8285999999999945
e343.dat,78.0391,78.8251,-0.7860000000000014
e818.dat,73.1589,103.1536,-29.994699999999995
e332.dat,70.0897,82.531,-12.441300000000012
e226.dat,69.8812,70.2876,-0.40639999999999077
e426.dat,69.2843,78.4443,-9.159999999999997
e635.dat,68.8045,74.1075,-5.302999999999997
e327.dat,68.0349,81.3934,-13.358500000000006
e485.dat,66.414,76.414,-10.0
e428.dat,66.2738,76.7753,-10.501500000000007
e337.dat,65.3344,78.1611,-12.826700000000002
e361.dat,63.6466,72.0088,-8.362199999999994
e342.dat,63.1852,74.4008,-11.215600000000002
e360.dat,59.4684,71.4542,-11.985799999999998
e331.dat,58.8911,79.1132,-20.222100000000005
e625.dat,58.3845,73.809,-15.424499999999995
e472.dat,56.7218,72.816,-16.0942
e477.dat,55.5109,70.5999,-15.089000000000006
e476.dat,54.8969,70.5999,-15.703000000000003
e520.dat,54.8037,64.1817,-9.378000000000007
e478.dat,52.4179,76.7753,-24.3574
e336.dat,52.1549,74.4008,-22.245900000000006
e521.dat,51.5011,62.5139,-11.012799999999999
e474.dat,46.963,71.2192,-24.2562
e473.dat,46.0509,74.5716,-28.520700000000005
e297.dat,44.7284,52.5076,-7.779199999999996
e475.dat,42.2523,66.9607,-24.708400000000005
e479.dat,38.4465,75.7015,-37.254999999999995
fg1.dat,723.4563,377.8465,345.60980000000006
fx72150a.dat,201.5271,113.3206,88.20649999999999
fx63137sm.dat,180.7452,132.4942,48.251000000000005
fx67k150.dat,169.5348,104.7611,64.77369999999999
fx63120.dat,167.8993,116.1092,51.79010000000001
fx67k170.dat,161.8775,98.1147,63.7628
fx61184.dat,143.943,91.3529,52.59010000000001
fx63110.dat,143.9406,108.2532,35.68739999999998
fx61168.dat,143.4564,87.5363,55.920100000000005
fx63137.dat,143.4496,122.7382,20.711399999999998
fx63100.dat,139.0534,112.9598,26.09360000000001
fx05188.dat,136.4856,93.8611,42.62450000000001
fx08s176.dat,136.1531,80.386,55.7671
fx61147.dat,135.9984,87.0669,48.9315
fx049915.dat,134.1389,59.4581,74.6808
e853.dat,132.7287,106.4785,26.250200000000007
fx66s161.dat,128.9235,84.7936,44.12989999999999
fx61140.dat,128.3818,87.7728,40.608999999999995
fx2.dat,126.7388,60.646,66.0928
fx05h126.dat,126.627,101.6462,24.980800000000002
fx05191.dat,125.9605,97.2334,28.727099999999993
fx66s171.dat,125.8524,82.2176,43.6348
fx60100sm.dat,122.3301,101.329,21.001100000000008
fx66196v.dat,121.8479,77.4159,44.432
fx66182.dat,121.8029,76.972,44.8309
fg3.dat,120.4167,61.7787,58.638000000000005
e856.dat,120.277,78.5392,41.73780000000001
e855.dat,118.9427,86.6025,32.340199999999996
eiffel385.dat,118.4762,88.4077,30.0685
fx057816.dat,118.3447,76.0561,42.2886
fx60126.dat,117.3449,90.9691,26.375799999999998
fx6617ai.dat,117.3356,80.0887,37.2469
fx66a175.dat,117.2602,76.504,40.75619999999999
e852.dat,116.3314,116.193,0.1384000000000043
fx6617a2.dat,115.1888,80.5855,34.603300000000004
fx601001.dat,114.5524,96.511,18.04140000000001
fx60160.dat,113.5588,96.225,17.33380000000001
fx60100.dat,108.4677,95.6582,12.8095
fx601261.dat,106.7695,88.8535,17.915999999999997
e857.dat,106.3736,71.3757,34.9979
fg2.dat,106.1124,60.0971,46.015299999999996
fx66s196.dat,104.7366,78.4443,26.292299999999997
e851.dat,96.6712,97.2297,-0.5584999999999951
e908.dat,95.1645,102.5956,-7.431100000000001
fx63158.dat,93.8657,55.2782,38.587500000000006
fx60177.dat,92.3373,89.8367,2.5006000000000057
e858.dat,88.9131,63.6783,25.2348
fx082512.dat,88.7394,78.1106,10.628799999999998
fx66h80.dat,88.3335,92.9692,-4.6357
fx63145.dat,87.4166,52.4652,34.9514
fx69h098.dat,85.7551,84.7936,0.9615000000000009
eiffel428.dat,85.3235,69.7657,15.5578
fx68h120.dat,83.4469,77.2318,6.2150999999999925
fx69h083.dat,81.5255,82.5252,-0.9997000000000043
eh2010.dat,81.0907,90.9691,-9.8784
falcon.dat,79.9135,82.636,-2.7224999999999966
eiffel430.dat,79.7322,60.1407,19.591500000000003
fx60157.dat,79.6341,77.6008,2.033299999999997
eh1590.dat,78.4866,81.6555,-3.168900000000008
eiffel371.dat,77.1783,71.6908,5.487499999999997
eh2070.dat,73.0597,76.6056,-3.545899999999989
eh2012.dat,72.5338,87.0669,-14.533100000000005
fg4.dat,71.4736,41.5953,29.878300000000003
fx69pr281.dat,69.5929,52.9355,16.657400000000003
eh1090.dat,68.6505,69.7571,-1.1066000000000003
e850.dat,66.6969,73.1995,-6.502600000000001
fx66h60.dat,65.9224,67.0646,-1.1422000000000025
e838.dat,63.9676,71.7872,-7.819600000000001
fx63143.dat,63.7779,53.5907,10.187200000000004
fx38153.dat,62.1494,63.9337,-1.7843000000000018
e837.dat,62.0002,62.9753,-0.9750999999999976
eh2510.dat,59.0889,64.3088,-5.219900000000003
fauvel.dat,56.286,80.9874,-24.701399999999992
eh1070.dat,54.6161,54.8145,-0.19839999999999947
eh3012.dat,53.8556,60.085,-6.229399999999998
eh0009.dat,51.56,58.736,-7.175999999999995
e874.dat,48.7662,48.7168,0.049399999999998556
fx71089a.dat,48.2135,55.7527,-7.539199999999994
ea81006.dat,46.172,57.0755,-10.903500000000001
e862.dat,42.7315,55.4197,-12.688200000000002
e836.dat,42.0324,50.2335,-8.201099999999997
fx71120.dat,41.2162,57.1257,-15.909500000000001
ea61012.dat,39.9681,54.9509,-14.982799999999997
ea61009.dat,39.2197,53.1521,-13.932399999999994
fx711520.dat,37.7593,50.6645,-12.905199999999994
e863.dat,37.3892,50.9827,-13.593499999999999
fx711530.dat,33.4614,52.0031,-18.541700000000006
fx71l150.dat,33.4614,52.0031,-18.541700000000006
fx711525.dat,31.257,51.3048,-20.0478
e864.dat,28.4095,43.7092,-15.299700000000001
fx76mp120.dat,235.4131,131.7767,103.63639999999998
fx76mp140.dat,216.3108,118.7133,97.5975
fx72ls160.dat,215.9706,102.7168,113.25379999999998
fx74modsm.dat,213.9183,132.765,81.1533
fx74080.dat,172.3778,138.4902,33.88760000000002
fx74130wp2.dat,172.2176,96.225,75.99260000000001
fx73cl2152.dat,168.1205,95.6996,72.42089999999999
fx76mp160.dat,164.134,100.8327,63.30129999999998
fx73170.dat,162.4625,88.4903,73.9722
fx73k170.dat,160.0828,97.5254,62.55739999999999
fx78k140.dat,159.5044,107.3585,52.1459
fx74130wp1.dat,157.6708,100.857,56.813800000000015
fx74cl6140.dat,155.4403,75.7792,79.6611
fx83w108.dat,154.2752,112.5683,41.70690000000002
fx84w140.dat,153.0618,108.2532,44.8086
fx73170a.dat,148.6086,92.7884,55.8202
fx84w150.dat,147.8596,104.9304,42.929199999999994
fx74130wp2mod.dat,147.6739,112.7637,34.9102
fx73cl3152.dat,146.9087,82.3488,64.55990000000001
fx84w127.dat,145.5511,113.1566,32.394499999999994
fx73cl1152.dat,145.0649,71.5329,73.532
fx84w175.dat,140.1796,97.2334,42.94619999999999
fx75141.dat,139.4406,110.8394,28.60119999999999
fx78k140a20.dat,137.0221,96.7987,40.2234
fx75193.dat,134.4426,85.127,49.3156
fx83w160.dat,131.5077,101.0138,30.493899999999996
fx79w151a.dat,130.602,94.4068,36.1952
fx78k150.dat,130.2834,96.0827,34.2007
fx77w121.dat,124.3019,88.7321,35.5698
fx84w097.dat,114.464,110.2749,4.189099999999996
fx78pk188.dat,112.8292,90.3364,22.492800000000003
fx77w153.dat,106.3941,79.7935,26.6006
fx75vg166.dat,103.0688,81.0885,21.9803
fx79k144.dat,102.965,99.4669,3.498100000000008
fx77w258.dat,97.0577,59.8635,37.194199999999995
fx80080.dat,92.2752,98.2318,-5.956600000000009
fx78k161.dat,88.8184,91.0966,-2.2781999999999982
fx77w270.dat,87.2242,50.0015,37.222699999999996
fx77w343.dat,83.3213,46.7953,36.525999999999996
fx77w270s.dat,71.9537,53.2829,18.6708
fx83w227.dat,58.4079,65.2128,-6.8049000000000035
fx77080.dat,57.8873,64.1184,-6.231099999999991
fx76100.dat,53.8995,65.941,-12.0415
fx79l120.dat,42.9368,65.608,-22.671200000000006
fx79l100.dat,34.5076,63.7408,-29.233200000000004
fx79w660a.dat,2.5424,5.0288,-2.4864
goe287.dat,1039.4482,705.999,333.4492
goe278.dat,1007.8812,39.4151,968.4661
goe275.dat,892.6689,47.6936,844.9753000000001
goe324.dat,765.9098,333.0867,432.8231
goe315.dat,668.2162,70.4468,597.7693999999999
goe366.dat,630.2494,52.1015,578.1479
goe364.dat,616.2198,249.5461,366.67369999999994
goe329.dat,578.8208,259.1425,319.6783
goe331.dat,540.8703,196.824,344.04630000000003
goe242.dat,195.1567,124.1022,71.0545
goe233.dat,183.5832,125.4859,58.097300000000004
goe227.dat,181.5195,119.2901,62.2294
goe225.dat,177.0711,113.0693,64.0018
goe234.dat,176.783,131.6411,45.14189999999999
goe395.dat,172.1058,93.456,78.64979999999998
goe239.dat,168.4767,80.6856,87.7911
goe332.dat,167.2164,78.7296,88.48679999999999
goe226.dat,165.4236,116.403,49.02059999999999
goe301.dat,162.7323,76.9572,85.77510000000001
goe217.dat,158.8634,89.0079,69.8555
goe304.dat,158.6328,77.7867,80.8461
goe241.dat,157.8611,116.5631,41.29799999999999
goe243.dat,152.7147,65.6743,87.04039999999999
goe311.dat,147.4843,78.4443,69.03999999999999
goe228.dat,145.7277,95.1358,50.591899999999995
goe330.dat,142.841,76.9572,65.88380000000001
goe264.dat,141.4312,77.2318,64.19939999999998
goe173.dat,141.0494,56.0708,84.9786
goe265.dat,140.8041,80.8866,59.917500000000004
goe269.dat,138.0982,78.8251,59.273099999999985
goe358.dat,136.9899,85.9152,51.07470000000001
goe284.dat,136.8815,69.2834,67.59809999999999
goe190.dat,135.8897,81.2915,54.598200000000006
goe322.dat,135.819,74.5716,61.247399999999985
goe387.dat,135.6393,80.0887,55.55059999999999
goe361.dat,135.021,65.8787,69.14229999999999
goe379.dat,134.9909,112.1795,22.811400000000006
goe244.dat,134.8529,114.3967,20.45620000000001
goe222.dat,133.9667,114.1518,19.81490000000001
goe398.dat,133.32,93.5906,39.7294
goe394.dat,132.2804,93.0543,39.22609999999999
goe13k.dat,132.2737,99.3148,32.958899999999986
goe289.dat,129.4879,76.504,52.98389999999999
goe187.dat,128.9949,53.3026,75.6923
goe164.dat,128.905,77.3863,51.518699999999995
goe308.dat,128.786,76.1453,52.640699999999995
goe323.dat,126.7078,79.8916,46.81620000000001
goe277.dat,126.1324,94.1332,31.999200000000002
goe359.dat,125.7694,690.9777,-565.2083
goe255.dat,125.035,75.0889,49.9461
goe370.dat,124.6301,102.1256,22.504499999999993
goe256.dat,124.1642,85.3507,38.81349999999999
goe279.dat,123.1028,73.9771,49.12570000000001
goe288.dat,122.8104,76.0561,46.7543
goe328.dat,122.4962,76.504,45.9922
goe382.dat,122.296,67.1685,55.12750000000001
goe399.dat,121.4323,108.4339,12.998400000000004
goe390.dat,121.2248,67.3775,53.847300000000004
goe384.dat,120.6514,67.0298,53.6216
goe365.dat,120.4693,76.8662,43.6031
goe137.dat,120.4658,104.2567,16.209100000000007
goe389.dat,120.0515,96.6546,23.396900000000002
goe142.dat,118.9736,101.9653,17.008300000000006
goe320.dat,118.9238,61.2754,57.6484
goe167.dat,118.838,71.2835,47.55449999999999
goe14.dat,118.191,25.1137,93.07730000000001
goe385.dat,118.0539,97.3792,20.6747
goe195.dat,118.0521,87.0669,30.985199999999992
goe321.dat,116.8121,78.5392,38.27290000000001
goe383.dat,115.8391,80.786,35.0531
goe381.dat,115.2291,857.3823,-742.1532
goe298.dat,114.4855,65.4098,49.0757
goe29b.dat,113.1428,69.9913,43.1515
goe184.dat,111.7262,79.4033,32.322900000000004
goe316.dat,110.6724,82.9725,27.6999
goe400.dat,109.3153,80.9063,28.408999999999992
goe377.dat,108.9291,104.9856,3.9435000000000002
goe198.dat,108.6948,58.6625,50.0323
