airfoil,efficiency_alfa,efficiency_CL,efficiency_difference
n64008a.dat,39.9209,42.3139,-2.3929999999999936
mi-strut1.dat,19.3808,37.2644,-17.8836
psu94097.dat,148.7365,126.6119,22.1246
psu-90-125wl.dat,108.9461,99.6195,9.3266
n8h12.dat,107.7012,99.7725,7.928700000000006
prandtl-d-centerline.dat,106.2269,102.6096,3.6173
oaf102.dat,101.3569,88.8535,12.5034
n9.dat,95.5499,87.6544,7.895499999999998
n6h10.dat,93.1039,104.5924,-11.488500000000002
oaf117.dat,90.8842,82.636,8.248200000000011
pt40.dat,89.498,62.9379,26.560100000000006
nlf414f.dat,84.5167,94.9589,-10.4422
nasasc2-0714.dat,84.1645,62.4628,21.701700000000002
p51droot.dat,80.7672,79.9631,0.8041000000000054
n6h15.dat,79.885,87.5363,-7.651299999999992
n64215.dat,79.1985,84.7557,-5.557200000000009
oa213.dat,77.5561,76.1453,1.4107999999999947
nl722362.dat,76.804,74.0615,2.742500000000007
nlf0115.dat,76.7919,80.256,-3.464100000000002
nlr1t.dat,72.639,73.392,-0.7530000000000001
oaf128.dat,72.1203,74.4008,-2.2805000000000035
pmc19sm.dat,70.2585,79.6956,-9.437100000000001
ncambre.dat,69.4079,77.2318,-7.823900000000009
n6h20.dat,67.1489,59.6984,7.450499999999998
oa212.dat,66.8727,78.3497,-11.477000000000004
oa209.dat,65.8301,75.5255,-9.695399999999992
p51htip.dat,64.7018,56.1196,8.582200000000007
n66021.dat,61.8119,59.4593,2.3526000000000025
npl9615.dat,61.7945,71.2192,-9.424700000000001
p51dtip.dat,60.8531,62.7981,-1.9450000000000003
nlr7301.dat,60.7692,55.2782,5.491
pfcm.dat,59.4107,60.4204,-1.0097000000000023
nl722343.dat,57.3693,66.3067,-8.937400000000004
npl9660.dat,57.2097,69.6162,-12.406500000000008
npl9627.dat,56.7755,65.4098,-8.634300000000003
npl9510.dat,53.6423,51.7958,1.846499999999999
oa206.dat,52.2516,58.5077,-6.256099999999996
npl9626.dat,51.654,62.5139,-10.859899999999996
nplx.dat,50.451,56.4308,-5.979799999999997
p51hroot.dat,39.5336,42.7315,-3.197899999999997
supermarine371ii.dat,274.1589,42.5978,231.5611
uag8814320.dat,221.4522,117.2417,104.21050000000001
s1210.dat,194.0657,129.442,64.62369999999999
sg6043.dat,183.5351,123.3452,60.189899999999994
raf32.dat,169.1978,104.5924,64.6054
s1223.dat,167.3742,115.9117,51.462500000000006
usa98.dat,164.5155,78.3127,86.2028
s1221-4deg-flap.dat,163.9753,98.9257,65.0496
s1020.dat,162.229,99.1632,63.06580000000001
saratov.dat,161.9305,76.2922,85.6383
ua2-180.dat,161.5558,63.3677,98.1881
r1046.dat,160.0763,87.7728,72.3035
s4022.dat,158.4417,115.5728,42.8689
ua2-180sm.dat,156.4896,61.8001,94.6895
sp4621hp.dat,155.2322,73.809,81.42320000000001
s4062.dat,150.623,132.826,17.796999999999997
s1221.dat,147.132,75.4378,71.69420000000001
stf86361.dat,146.4449,85.3141,61.130799999999994
spicasm.dat,145.7163,107.7146,38.001699999999985
raf32md.dat,143.9118,128.3634,15.548399999999987
s1223rtl.dat,143.7853,104.9134,38.87190000000001
s4320.dat,143.2771,118.9595,24.317599999999985
ste87391.dat,142.2354,119.1877,23.047699999999992
s4158.dat,141.7976,134.755,7.042599999999993
s4180.dat,139.9722,104.1004,35.87179999999999
usa35a.dat,139.3346,67.0991,72.23549999999999
usa35.dat,139.2898,66.7543,72.53550000000001
s4061.dat,138.6812,120.5045,18.176699999999997
s4310.dat,137.0417,115.3675,21.674199999999985
usa35b.dat,135.4926,104.4243,31.068300000000008
sokolov.dat,134.9863,82.01,52.976299999999995
sa7026.dat,134.1696,125.2161,8.953500000000005
sg6042.dat,132.8562,128.8728,3.983399999999989
vr5.dat,131.987,112.1795,19.80749999999999
sd6080.dat,131.8845,119.3969,12.4876
sp4721bs.dat,131.1693,72.9797,58.1896
sd7034.dat,130.8575,110.2749,20.582599999999985
sp4721la.dat,130.616,73.3091,57.30690000000001
s2091.dat,130.3863,110.2749,20.111400000000003
sd7032.dat,129.0917,96.5095,32.5822
s7055.dat,128.8283,112.3735,16.454800000000006
sg6050.dat,127.1415,97.2334,29.90809999999999
sd7062.dat,126.0089,93.997,32.0119
rhodesg32.dat,125.7252,81.3934,44.3318
s3025.dat,125.6452,113.7511,11.894100000000009
s4083.dat,125.4335,101.1712,24.262299999999996
rhodesg34.dat,123.6702,77.0485,46.62169999999999
s1091.dat,123.2539,96.7987,26.455200000000005
raf19.dat,123.0538,81.9509,41.10289999999999
usa27.dat,126.135,69.9913,56.14370000000001
sg6051.dat,125.3327,115.163,10.169700000000006
usnps4.dat,123.2408,89.466,33.7748
vr7.dat,122.5005,105.4414,17.0591
usa26.dat,122.3162,86.4872,35.82899999999999
usa25.dat,122.1135,73.6416,48.471900000000005
stcyr24.dat,121.7423,91.9136,29.828699999999998
s9037.dat,121.2003,108.6152,12.585099999999997
s3024.dat,120.3152,115.163,5.152200000000008
sa7025.dat,118.7274,115.3675,3.359899999999996
s4233.dat,118.6903,106.4785,12.211799999999997
sa7038.dat,118.3349,105.9574,12.377499999999998
s9104BTE.dat,117.3372,4.3624,112.9748
sd7043.dat,116.7321,111.7933,4.9388000000000005
sg6040.dat,114.1957,91.74,22.455700000000007
usa27m2.dat,112.5228,68.5147,44.0081
ua79sf18.dat,110.9218,75.5255,35.39630000000001
sm701.dat,109.4262,97.672,11.754199999999997
sd8040.dat,103.0116,95.3772,7.634399999999999
ste87151.dat,96.3574,104.4243,-8.066900000000004
tsagi_r3a.dat,91.121,81.1899,9.9311
sg6041.dat,87.0616,84.4628,2.598799999999997
tsagi12.dat,76.5205,81.0885,-4.567999999999998
stcyr234.dat,76.2792,78.7392,-2.4599999999999937
ui1720.dat,75.998,61.6242,14.373800000000003
usa22.dat,68.6188,99.3148,-30.696000000000012
ssca09.dat,63.84,74.8294,-10.989400000000003
tempest1.dat,62.9411,67.0298,-4.088699999999996
th25816.dat,61.7938,61.3332,0.46059999999999945
ssca07.dat,61.7352,66.3452,-4.6100000000000065
supermarine371i.dat,61.5624,64.2824,-2.719999999999999
tempest2.dat,60.0177,63.4296,-3.411900000000003
tsagi8.dat,58.68,59.4593,-0.7792999999999992
tempest3.dat,58.3293,62.0362,-3.7068999999999974
sd8020.dat,54.5029,68.3704,-13.867500000000007
stcyr171.dat,53.0975,63.1828,-10.085300000000004
trainer60.dat,52.151,62.3551,-10.204099999999997
stcyr172.dat,47.4751,62.2145,-14.739400000000003
ua79sff.dat,37.1231,11.1667,25.956400000000002
waspsm.dat,114.9184,99.3148,15.6036
r1080.dat,114.7539,86.3722,28.381699999999995
r1082t.dat,114.741,91.8697,22.871300000000005
raf38.dat,114.2911,97.672,16.619100000000003
s4053.dat,114.0748,114.5536,-0.4788000000000068
ys930.dat,113.9177,127.8738,-13.956100000000006
sd7037.dat,113.419,103.0983,10.320700000000002
r1082.dat,112.5552,85.3507,27.204499999999996
raf33.dat,112.4138,89.5888,22.82499999999999
raf6prop_sm.dat,112.2153,64.3088,47.906499999999994
raf6.dat,111.8748,89.4654,22.40939999999999
s3002.dat,111.1178,95.098,16.019800000000004
s2027.dat,110.8848,93.8611,17.023700000000005
usa45.dat,110.7154,80.4856,30.229799999999997
r1145ms.dat,110.301,97.8191,12.481899999999996
sa7036.dat,109.8297,101.0138,8.8159
usa45m.dat,109.6978,89.8367,19.861100000000008
s3021.dat,109.3096,107.0048,2.3048
s7075.dat,108.8192,107.1814,1.6377999999999986
usa40b.dat,108.7849,76.0561,32.72879999999999
raf48.dat,108.6072,91.4816,17.125600000000006
s3010.dat,108.2352,99.3148,8.9204
sa7024.dat,107.6107,108.6152,-1.0045000000000073
s4110.dat,106.9962,105.2705,1.7257000000000033
sd2083.dat,106.5817,107.4609,-0.8791999999999973
sa7035.dat,105.1749,99.1632,6.0116999999999905
rhodesg36.dat,104.6473,60.0295,44.6178
vr7b.dat,104.5407,99.0121,5.528599999999997
rg15a213.dat,104.4132,90.3364,14.076800000000006
s8037.dat,104.109,96.3678,7.741199999999992
s2046.dat,102.3538,91.8697,10.484100000000012
sd7080.dat,101.9989,95.3772,6.621700000000004
rg8.dat,101.9354,92.6561,9.279300000000006
s9000.dat,101.837,96.3678,5.469200000000001
usa40.dat,101.5594,82.01,19.54939999999999
sd7084.dat,97.9114,92.7884,5.123000000000005
s3014.dat,97.6573,94.4068,3.2505000000000024
s9104.dat,96.8977,4.7651,92.1326
usa29.dat,95.2728,77.4159,17.85690000000001
s7012.dat,94.0147,94.9589,-0.944199999999995
raf31.dat,93.9401,91.9999,1.9402000000000044
usa31.dat,93.2646,57.7272,35.5374
rg15a111.dat,92.3987,88.7321,3.6666000000000025
sc21010.dat,92.0644,94.4228,-2.358399999999989
sd5060.dat,91.5957,89.0973,2.4983999999999895
raf15.dat,91.5594,16.2085,75.3509
sd7090.dat,90.9716,88.4903,2.4812999999999903
rhodesg30.dat,90.7288,69.9159,20.812900000000013
s3016.dat,89.2845,88.2499,1.0345999999999975
s2048.dat,88.8074,86.029,2.778400000000005
rg15.dat,88.544,88.8535,-0.3094999999999999
sd2030.dat,88.1554,87.0595,1.0959000000000003
sd6060.dat,87.3733,87.6544,-0.281099999999995
s5010.dat,86.5598,85.0566,1.5031999999999925
raf28.dat,85.8951,89.159,-3.2639000000000067
v43012.dat,85.306,74.5716,10.734399999999994
sc20714.dat,84.5699,60.7666,23.803300000000007
sc20712.dat,84.5628,62.3938,22.168999999999997
rg12a189.dat,83.7837,82.8468,0.9368999999999943
rg12a.dat,83.7515,82.9526,0.7988999999999891
sd8000.dat,83.2386,82.531,0.7075999999999993
s8055.dat,83.1884,83.2717,-0.08329999999999416
raf34.dat,82.6222,85.2387,-2.616499999999988
sd7003.dat,82.3063,83.5932,-1.2869000000000028
usa51.dat,82.0301,77.0657,4.964399999999998
sc20710.dat,81.9147,61.859,20.055699999999995
rg14.dat,81.2516,81.5979,-0.3462999999999994
usa28.dat,81.2106,76.1453,5.0652999999999935
v23010.dat,80.6523,83.1651,-2.5127999999999986
s8036.dat,80.3534,86.8341,-6.480700000000013
sc20612.dat,80.3478,60.9305,19.417300000000004
s102s.dat,80.2795,80.841,-0.5614999999999952
sc20614.dat,80.1319,60.4766,19.655300000000004
usa34.dat,80.0279,60.533,19.4949
usa41.dat,79.5378,87.5363,-7.998499999999993
s102b.dat,79.1474,81.7964,-2.649000000000001
s2055.dat,78.8481,78.7296,0.11849999999999739
rg149.dat,78.719,78.9209,-0.20190000000000907
wb13535sm.dat,78.6966,79.6536,-0.9569999999999936
s2050.dat,78.6505,77.3237,1.3267999999999915
vr12.dat,78.5753,74.3157,4.259599999999992
rg1495.dat,78.4811,78.8251,-0.3440000000000083
rg12.dat,78.3191,79.5005,-1.1813999999999965
s4094.dat,78.3091,71.4542,6.854900000000001
vr11x.dat,77.8824,69.4673,8.41510000000001
sc20610.dat,77.1116,62.0362,15.075399999999995
rg1410.dat,77.0487,78.2553,-1.2066000000000088
s6061.dat,76.912,77.4685,-0.5564999999999998
s8052.dat,76.8927,80.5855,-3.692799999999991
rc510.dat,76.7966,78.9209,-2.124300000000005
vr13.dat,76.5856,76.3242,0.26139999999999475
sc20518.dat,76.3331,59.8635,16.4696
wb140.dat,75.9168,60.8164,15.100399999999993
v43015.dat,75.8919,69.2451,6.646800000000013
sc1012r8.dat,75.5851,70.8309,4.754199999999997
s3.dat,75.2585,78.4443,-3.1858000000000004
usa32.dat,74.6318,60.8734,13.758400000000002
rc12n1.dat,73.8352,74.6392,-0.804000000000002
usa46.dat,73.3966,75.5111,-2.1144999999999925
usa33.dat,73.1865,64.4364,8.750099999999989
rc12b3.dat,72.816,72.816,0.0
rc410.dat,72.7248,75.0889,-2.3640999999999934
s2060.dat,72.7005,73.0926,-0.3920999999999992
vr14.dat,72.6106,77.3237,-4.713099999999997
sc1094r8.dat,72.4463,72.7345,-0.28820000000000334
rc10n1.dat,72.0788,72.5827,-0.5039000000000016
s2062.dat,70.8978,71.2809,-0.3830999999999989
v13009.dat,69.9845,77.6008,-7.61630000000001
sc20414.dat,69.7402,59.8084,9.931800000000003
rae5215.dat,69.6186,65.5418,4.076800000000006
whitcomb.dat,69.4113,54.4442,14.967099999999995
sc2110.dat,68.7602,74.7433,-5.983100000000007
sc21006.dat,68.3318,100.2334,-31.901600000000002
rae5213.dat,67.7177,65.8074,1.9102999999999923
rae5214.dat,67.48,66.2099,1.2700999999999993
raf26.dat,67.2207,67.2402,-0.019500000000007844
vr15.dat,67.184,75.2629,-8.078900000000004
sc20412.dat,67.1808,60.4766,6.704200000000007
rc10b3.dat,66.897,68.587,-1.6899999999999977
rc08n1.dat,66.4662,70.4468,-3.9805999999999955
s8064.dat,66.107,66.9772,-0.870199999999997
rae5212.dat,65.1989,62.3339,2.864999999999995
rg14a147.dat,65.1536,65.9178,-0.7642000000000024
sc20410.dat,64.8399,60.5895,4.250399999999999
s4095.dat,64.2488,57.1257,7.123100000000001
s6062.dat,63.1209,65.0821,-1.961199999999998
vr1.dat,62.8793,65.2128,-2.333500000000001
usa48.dat,62.544,62.8393,-0.29530000000000456
s8065.dat,62.4974,67.0991,-4.601700000000008
s8038.dat,62.4281,72.8978,-10.469700000000003
sc1095.dat,61.9984,71.0634,-9.065000000000005
usa49.dat,61.3637,65.941,-4.577300000000001
sc1095r8.dat,61.1927,72.816,-11.6233
rc08b3.dat,60.4626,64.887,-4.424399999999999
s8025.dat,60.3133,71.6908,-11.377499999999998
raf69.dat,60.3041,71.4542,-11.150100000000002
s8066.dat,59.4144,67.5878,-8.1734
s6063.dat,58.2348,58.6802,-0.44539999999999935
s1048.dat,57.4124,74.4008,-16.988400000000006
rae2822.dat,57.2279,58.9936,-1.7657000000000025
rae69ck.dat,57.2279,58.9936,-1.7657000000000025
usa5.dat,57.2098,63.9862,-6.776399999999995
sc20706.dat,56.6104,57.176,-0.5656000000000034
s9032.dat,56.1276,66.7543,-10.6267
ys920.dat,54.4998,30.6396,23.8602
vr8b.dat,54.4684,55.6713,-1.2028999999999996
s9027.dat,54.2242,64.8223,-10.598099999999995
s8023.dat,53.9338,70.2943,-16.36050000000001
s1046.dat,53.6418,74.9157,-21.273899999999998
sc20606.dat,53.1617,53.1454,0.01630000000000109
rc1064c.dat,53.1421,61.3332,-8.191099999999999
s9033.dat,52.9752,62.5741,-9.5989
w1015.dat,52.9186,71.6908,-18.772199999999998
raf25.dat,52.7342,54.9007,-2.166499999999999
s4096.dat,52.2218,44.5486,7.673200000000001
s1010.dat,50.7807,59.3002,-8.519499999999994
s8021.dat,50.73,59.4253,-8.695300000000003
v13006.dat,50.7262,52.0126,-1.2864000000000004
rae101.dat,50.5071,61.9179,-11.410800000000002
raf30md.dat,50.2,53.2627,-3.0626999999999995
raf27.dat,49.971,64.5645,-14.593499999999999
s8035.dat,49.896,70.3704,-20.474400000000003
rcsc2.dat,49.4716,58.5152,-9.043599999999998
ys915.dat,49.0127,48.8382,0.17450000000000188
rc1264c.dat,48.2285,60.7595,-12.531000000000006
rae102.dat,47.6309,59.5864,-11.9555
sc20406.dat,46.5803,46.6156,-0.03529999999999944
sc20010.dat,45.2919,60.9305,-15.638600000000004
raf30.dat,45.0521,59.7534,-14.701299999999996
rae100.dat,44.2878,67.0298,-22.741999999999997
sc20012.dat,43.5708,58.2923,-14.721499999999999
rae103.dat,43.3996,57.378,-13.9784
r140sm.dat,42.1612,46.4496,-4.288399999999996
s1012.dat,42.0931,60.1964,-18.103299999999997
rae104.dat,38.8342,51.5083,-12.674099999999996
s1014.dat,36.1225,47.9704,-11.847899999999996
raf89.dat,35.0253,45.2311,-10.205799999999996
s1016.dat,33.1635,47.1691,-14.005600000000001
s9026.dat,29.4939,68.0125,-38.518600000000006
r140.dat,27.8485,32.2291,-4.380600000000001
sc20503.dat,23.6872,15.0047,8.682500000000001
r1145msf.dat,22.6635,10.398,12.2655
rc0864c.dat,19.1981,33.6791,-14.480999999999998
sc20403.dat,18.5421,15.6667,2.875400000000001
s5020.dat,15.9592,74.9167,-58.95750000000001
