Airfoil,Efficiency
n2415.dat,55.9914
n63215b.dat,54.6670
nlr7301.dat,53.5793
n63215.dat,53.1582
nlf0115.dat,53.0204
oaf128.dat,53.0197
n64212.dat,52.4111
n64215.dat,52.3686
oa209.dat,52.0234
n6h10.dat,51.3980
mh94.dat,51.3237
n8h12.dat,50.0703
oa212.dat,49.7126
n63210.dat,47.7634
mh95.dat,46.6665
n63212.dat,45.6273
n64110.dat,43.5217
n5h10.dat,42.9748
mi-vawt1.dat,40.0386
n0012.dat,39.1097
n64015.dat,37.7809
n64012.dat,36.6724
n63012a.dat,36.6533
n0009sm.dat,36.6268
n5h15.dat,36.4932
n63015a.dat,36.3328
n64015a.dat,36.0379
n13.dat,35.6768
n64012a.dat,35.6377
n63010a.dat,35.2432
n64108.dat,35.1512
n14.dat,33.7244
n12.dat,32.9229
n64008a.dat,31.6903
n0011sc.dat,27.1708
n2h15.dat,22.7076
n1h15.dat,19.9829
n5h20.dat,11.3720
mi-strut1.dat,6.9065
oaf139.dat,nan
pfcm.dat,50.0256
pmc19sm.dat,49.1286
npl9510.dat,49.0229
ncambre.dat,48.7777
nlr1t.dat,48.5067
npl9660.dat,48.3997
p51droot.dat,47.8792
nl722362.dat,46.7176
p51dtip.dat,46.5059
npl9627.dat,45.0861
nplx.dat,44.7294
npl9615.dat,44.4440
prandtl-d-centerline.dat,43.8436
nlf415.dat,43.5192
oa206.dat,43.3926
p51htip.dat,42.5286
npl9626.dat,41.6638
n6h15.dat,39.0226
p51hroot.dat,30.8281
n66021.dat,11.3820
n6h20.dat,8.8367
prandtl-d-wingtip.dat,nan
psu-90-125wl.dat,66.1022
r1145msm.dat,nan
sokolov.dat,108.8247
sp4621hp.dat,82.6507
th25816.dat,nan
trainer60.dat,nan
ua79sfm.dat,312.1697
sg6043.dat,99.1167
sg6042.dat,85.0225
ui1720.dat,84.9299
spicasm.dat,75.6871
ultimate.dat,nan
us1000root.dat,nan
vr8.dat,225.7316
r140.dat,154.7812
s1210.dat,128.8089
s1221-4deg-flap.dat,124.8476
s1223.dat,122.7311
s1223rtl.dat,114.6716
s1221.dat,110.4022
s1091.dat,108.9814
saratov.dat,105.3465
s4022.dat,96.0067
usa98.dat,95.0259
usa35b.dat,94.6337
raf19.dat,91.6986
usa41.dat,89.3995
psu94097.dat,89.2929
s4320.dat,88.9236
s4180.dat,88.0235
sc21010.dat,87.4005
raf6.dat,86.7706
raf6prop_sm.dat,85.8342
sd7043.dat,85.2470
usnps4.dat,85.2189
sa7024.dat,84.3964
sd7032.dat,84.1972
usa40.dat,84.1593
rhodesg32.dat,84.0532
sa7025.dat,83.7987
s4083.dat,83.7517
s4062.dat,83.4454
usa22.dat,83.2588
vr9.dat,82.5187
sa7026.dat,82.4883
usa40b.dat,82.0223
raf32md.dat,81.6825
s4110.dat,81.3771
s3002.dat,81.2628
s4061.dat,81.1221
s2091.dat,81.0269
stcyr24.dat,80.5278
s2046.dat,80.2533
sd6080.dat,79.8580
sd7034.dat,79.7152
s9037.dat,79.3876
s7075.dat,79.3680
sa7038.dat,79.2518
s4310.dat,79.2072
s3025.dat,78.2837
sc20714.dat,77.8807
sc20712.dat,77.6717
sd7062.dat,77.4725
sd7037.dat,77.3899
usa5.dat,76.9129
rhodesg30.dat,76.0200
rhodesg34.dat,75.6372
raf32.dat,75.5118
sc20710.dat,75.4533
usa25.dat,75.1345
usa27.dat,74.7591
s9000.dat,74.6843
rg8.dat,74.3689
sa7036.dat,74.0465
s3024.dat,74.0448
sp4721bs.dat,73.8378
sp4721la.dat,73.7053
s1020.dat,73.0720
sc20612.dat,72.9253
s4053.dat,72.7024
sc20614.dat,72.6399
sa7035.dat,71.4094
sd7080.dat,71.3689
usa35a.dat,71.2140
sd8040.dat,71.1736
usa35.dat,71.1520
sg6051.dat,71.0009
sm701.dat,70.9827
s3010.dat,70.6253
sc20610.dat,70.3315
s7012.dat,70.1369
s7055.dat,70.0188
pt40.dat,69.8145
s2048.dat,69.7129
rg15a213.dat,69.2745
vr5.dat,69.1165
usa26.dat,68.9956
s3021.dat,68.9729
w1011.dat,nan
waspsm.dat,68.9039
sd2030.dat,68.7697
sd2083.dat,68.6857
whitcomb.dat,68.6632
s4233.dat,68.5585
s102b.dat,68.3152
s4158.dat,67.8900
rg15.dat,67.6184
sc20518.dat,67.3775
sd5060.dat,66.8346
rg12a189.dat,66.7714
rg12a.dat,66.7463
sg6050.dat,66.6469
s2050.dat,66.0488
usa27m2.dat,65.0891
ste87391.dat,65.0129
s102s.dat,64.8927
wb13535sm.dat,64.6669
wb140.dat,64.6406
rg15a111.dat,64.4903
tsagi_r3a.dat,64.2999
sg6041.dat,64.2002
vr7.dat,63.9427
sd8000.dat,63.7938
rhodesg36.dat,63.7812
sg6040.dat,63.5182
sd7084.dat,63.5055
s2027.dat,63.3345
s3014.dat,63.1376
usa51.dat,63.1054
stcyr234.dat,62.6666
usa45m.dat,62.6109
sc1012r8.dat,62.5663
vr7b.dat,62.3378
s2055.dat,62.1039
sd7003.dat,62.0369
sd7090.dat,61.9527
rae5215.dat,61.7870
sc20414.dat,61.5251
usa45.dat,61.4107
rg14.dat,60.9104
rg12.dat,60.6862
rae5213.dat,60.3475
s6061.dat,60.1905
rg149.dat,60.1678
rae5214.dat,60.1553
sc1094r8.dat,59.9588
s2060.dat,59.9254
sc20412.dat,59.7051
rg1495.dat,59.4418
rae5212.dat,59.1671
s3016.dat,58.9254
v43012.dat,58.8005
rg1410.dat,58.6146
raf15.dat,58.4605
s2062.dat,58.3019
ys930.dat,57.6798
s4094.dat,57.4656
sc20410.dat,57.4079
raf28.dat,57.3591
s8055.dat,56.9747
sd6060.dat,56.7005
raf38.dat,56.6390
raf31.dat,55.9152
r1082t.dat,55.8232
ste87151.dat,55.7110
sc2110.dat,55.6818
stf86361.dat,55.6355
raf26.dat,55.5559
usa46.dat,55.1209
usa48.dat,54.4988
s8052.dat,54.4844
s5020.dat,54.1160
usa29.dat,53.9090
rg14a147.dat,53.6951
usa33.dat,53.3932
s3.dat,52.7731
s6062.dat,52.4138
usa28.dat,52.3281
v43015.dat,51.9206
rc510.dat,51.7897
raf33.dat,51.4709
v13009.dat,51.3876
rc410.dat,51.0543
usa49.dat,51.0290
sc20706.dat,50.9308
rae2822.dat,50.9223
rae69ck.dat,50.9223
s4095.dat,50.8303
ssca09.dat,50.8165
v23010.dat,50.7926
s5010.dat,50.7319
vr13.dat,50.7143
vr12.dat,50.6573
raf48.dat,50.5709
vr11x.dat,50.5438
vr14.dat,50.5434
sc1095.dat,50.0786
s8065.dat,49.9150
ssca07.dat,49.7204
ua2-180sm.dat,49.3825
vr1.dat,49.3431
ua2-180.dat,49.2845
usa31.dat,48.9643
s8066.dat,48.8792
s6063.dat,48.8752
sc1095r8.dat,48.7148
r1082.dat,47.8090
rc08n1.dat,47.4779
s8064.dat,46.9952
s8038.dat,46.6271
s8025.dat,45.6214
rc10n1.dat,45.5897
vr8b.dat,45.5781
tempest3.dat,45.2816
rc1064c.dat,45.1293
rc10b3.dat,45.0218
vr15.dat,44.9181
s8037.dat,44.6103
raf34.dat,44.1784
r1145ms.dat,44.1047
r1080.dat,44.0890
rc12b3.dat,43.8244
supermarine371i.dat,43.8194
rc12n1.dat,42.9832
s4096.dat,42.8482
r1046.dat,42.8472
s8036.dat,42.7845
rc1264c.dat,42.6668
rc08b3.dat,42.4287
s8023.dat,42.3118
raf25.dat,42.0067
v13006.dat,41.7312
tsagi12.dat,41.6106
tempest2.dat,41.4209
s9026.dat,40.8424
s9032.dat,40.8275
usa32.dat,40.7986
s9033.dat,40.6554
s9027.dat,40.4482
rae100.dat,40.3363
ys920.dat,40.2191
rcsc2.dat,40.1698
s8021.dat,39.8290
tsagi8.dat,39.6071
sd8020.dat,39.2568
sc20406.dat,39.2274
s1010.dat,39.1036
ys915.dat,37.8979
s1048.dat,37.8294
sc20010.dat,37.7899
rae101.dat,37.6621
stcyr171.dat,37.2918
w1015.dat,37.0798
sc20012.dat,36.9273
uag8814320.dat,36.8963
s1012.dat,36.8378
raf30md.dat,36.6848
rae102.dat,36.4870
raf30.dat,36.3317
raf27.dat,36.2221
s8035.dat,35.6798
tempest1.dat,35.3566
rae103.dat,35.3275
s1046.dat,35.1478
stcyr172.dat,34.9281
supermarine371ii.dat,34.6719
rae104.dat,33.5675
r140sm.dat,33.4027
usa34.dat,31.8909
raf69.dat,28.6530
s1014.dat,28.2535
ua79sf18.dat,25.5475
s1016.dat,23.5865
sc20404.dat,23.5636
sc20503.dat,18.6373
rc0864c.dat,16.0075
sc20403.dat,14.2527
raf89.dat,11.6054
r1145msf.dat,10.8617
ua79sff.dat,5.1943
ys900.dat,0.0000
zv15_35.dat,nan
""
